id,label,00_raw,01_strip_entity_tag,02_unescape_html,03_remove_urls,04_remove_mentions,05_unwrap_hashtags,06_lowercase,07_expand_contractions,08_squash_elongation,09_strip_symbols,10_normalise_space,11_tokenized,12_numeric_dropped,13_stopwords_removed,14_lemmatized,15_short_dropped,cleaned_text
95,Negative,looks like even @IGN is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,looks like even @IGN is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,looks like even @IGN is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,looks like even @IGN is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,looks like even   is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,looks like even   is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,looks like even   is reporting wrong as the german version of.. again.be/lr3awo_xbca,looks like even   is reporting wrong as the german version of.. again.be/lr3awo_xbca,looks like even  is reporting wrong as the german version of.. again.be/lr3awo_xbca,looks like even  is reporting wrong as the german version of   again be lr3awo xbca,looks like even is reporting wrong as the german version of again be lr3awo xbca,looks like even is reporting wrong as the german version of again be lr3awo xbca,looks like even is reporting wrong as the german version of again be lr3awo xbca,looks like even reporting wrong german version lr3awo xbca,look like even report wrong german version lr3awo xbca,look like even report wrong german version lr3awo xbca,look like even report wrong german version lr3awo xbca
96,Positive,Welcome Guest Battlefield 1 hacker who knows that,Welcome Guest Battlefield 1 hacker who knows that,Welcome Guest Battlefield 1 hacker who knows that,Welcome Guest Battlefield 1 hacker who knows that,Welcome Guest Battlefield 1 hacker who knows that,Welcome Guest Battlefield 1 hacker who knows that,welcome guest battlefield 1 hacker who knows that,welcome guest battlefield 1 hacker who knows that,welcome guest battlefield 1 hacker who knows that,welcome guest battlefield 1 hacker who knows that,welcome guest battlefield 1 hacker who knows that,welcome guest battlefield 1 hacker who knows that,welcome guest battlefield hacker who knows that,welcome guest battlefield hacker knows,welcome guest battlefield hacker know,welcome guest battlefield hacker know,welcome guest battlefield hacker know
97,Irrelevant,"google your name + horror + aesthetics.. I mean,, hot pic.twitter.com / P2ASNp5Jke","google your name + horror + aesthetics.. I mean,, hot pic.twitter.com / P2ASNp5Jke","google your name + horror + aesthetics.. I mean,, hot pic.twitter.com / P2ASNp5Jke","google your name + horror + aesthetics.. I mean,, hot  ","google your name + horror + aesthetics.. I mean,, hot  ","google your name + horror + aesthetics.. I mean,, hot  ","google your name + horror + aesthetics.. i mean,, hot  ","google your name + horror + aesthetics.. i mean,, hot  ","google your name + horror + aesthetics.. i mean,, hot  ",google your name   horror   aesthetics   i mean   hot  ,google your name horror aesthetics i mean hot,google your name horror aesthetics i mean hot,google your name horror aesthetics i mean hot,google name horror aesthetics mean hot,google name horror aesthetic mean hot,google name horror aesthetic mean hot,google name horror aesthetic mean hot
98,Positive,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,loved this sniper section! this mission is so cool. i'm telling you!. hey guys. episode 14 is out and you have not watched it yet! so click on this link promptly. . . . youtu.be/ozt2x4ax20m. .,loved this sniper section! this mission is so cool. i am telling you!. hey guys. episode 14 is out and you have not watched it yet! so click on this link promptly. . . . youtu.be/ozt2x4ax20m. .,loved this sniper section! this mission is so cool. i am telling you!. hey guys. episode 14 is out and you have not watched it yet! so click on this link promptly. . . . youtu.be/ozt2x4ax20m. .,loved this sniper section  this mission is so cool  i am telling you   hey guys  episode 14 is out and you have not watched it yet  so click on this link promptly        youtu be ozt2x4ax20m   ,loved this sniper section this mission is so cool i am telling you hey guys episode 14 is out and you have not watched it yet so click on this link promptly youtu be ozt2x4ax20m,loved this sniper section this mission is so cool i am telling you hey guys episode 14 is out and you have not watched it yet so click on this link promptly youtu be ozt 2x4ax20m,loved this sniper section this mission is so cool i am telling you hey guys episode is out and you have not watched it yet so click on this link promptly youtu be ozt 2x4ax20m,loved sniper section mission cool telling hey guys episode not watched yet click link promptly youtu ozt 2x4ax20m,love sniper section mission cool tell hey guy episode not watch yet click link promptly youtu ozt 2x4ax20m,love sniper section mission cool tell hey guy episode not watch yet click link promptly youtu ozt 2x4ax20m,love sniper section mission cool tell hey guy episode not watch yet click link promptly youtu ozt 2x4ax20m
99,Negative,"Super misleading headline. Then course, as always, people jumping any conclusions as a result","Super misleading headline. Then course, as always, people jumping any conclusions as a result","Super misleading headline. Then course, as always, people jumping any conclusions as a result","Super misleading headline. Then course, as always, people jumping any conclusions as a result","Super misleading headline. Then course, as always, people jumping any conclusions as a result","Super misleading headline. Then course, as always, people jumping any conclusions as a result","super misleading headline. then course, as always, people jumping any conclusions as a result","super misleading headline. then course, as always, people jumping any conclusions as a result","super misleading headline. then course, as always, people jumping any conclusions as a result",super misleading headline  then course  as always  people jumping any conclusions as a result,super misleading headline then course as always people jumping any conclusions as a result,super misleading headline then course as always people jumping any conclusions as a result,super misleading headline then course as always people jumping any conclusions as a result,super misleading headline course always people jumping conclusions result,super mislead headline course always people jump conclusion result,super mislead headline course always people jump conclusion result,super mislead headline course always people jump conclusion result
100,Negative,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the ps5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the ps5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the ps5 for them? get it yourself bb.,why are guys so obsessed with a girl getting the ps5 for them  get it yourself bb ,why are guys so obsessed with a girl getting the ps5 for them get it yourself bb,why are guys so obsessed with a girl getting the ps5 for them get it yourself bb,why are guys so obsessed with a girl getting the ps5 for them get it yourself bb,guys obsessed girl getting ps5 get bb,guy obsess girl get ps5 get bb,guy obsess girl get ps5 get bb,guy obsess girl get ps5 get bb
101,Negative,@Rainbow6Game . Pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,@Rainbow6Game . Pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,@Rainbow6Game . Pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,@Rainbow6Game . Pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,  . Pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,  . Pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,  . pls fix your servers i was in a rank match and i got disconnected im already a copper 5 cause of shitty rank trollers and my mmr is going to be really low pls fix the servers thx,  . pls fix your servers i was in a rank match and i got disconnected i am already a copper 5 because of shitty rank trollers and my mmr is going to be really low pls fix the servers thanks,  . pls fix your servers i was in a rank match and i got disconnected i am already a copper 5 because of shitty rank trollers and my mmr is going to be really low pls fix the servers thanks,    pls fix your servers i was in a rank match and i got disconnected i am already a copper 5 because of shitty rank trollers and my mmr is going to be really low pls fix the servers thanks,pls fix your servers i was in a rank match and i got disconnected i am already a copper 5 because of shitty rank trollers and my mmr is going to be really low pls fix the servers thanks,pls fix your servers i was in a rank match and i got disconnected i am already a copper 5 because of shitty rank trollers and my mmr is going to be really low pls fix the servers thanks,pls fix your servers i was in a rank match and i got disconnected i am already a copper because of shitty rank trollers and my mmr is going to be really low pls fix the servers thanks,pls fix servers rank match got disconnected already copper shitty rank trollers mmr going really low pls fix servers thanks,pls fix server rank match get disconnect already copper shitty rank troller mmr go really low pls fix server thanks,pls fix server rank match get disconnect already copper shitty rank troller mmr go really low pls fix server thanks,pls fix server rank match get disconnect already copper shitty rank troller mmr go really low pls fix server thanks
102,Negative,was at this fucking unit I’d need to lubricate his tight sockets,was at this fucking unit I’d need to lubricate his tight sockets,was at this fucking unit I’d need to lubricate his tight sockets,was at this fucking unit I’d need to lubricate his tight sockets,was at this fucking unit I’d need to lubricate his tight sockets,was at this fucking unit I’d need to lubricate his tight sockets,was at this fucking unit i’d need to lubricate his tight sockets,was at this fucking unit i would need to lubricate his tight sockets,was at this fucking unit i would need to lubricate his tight sockets,was at this fucking unit i would need to lubricate his tight sockets,was at this fucking unit i would need to lubricate his tight sockets,was at this fucking unit i would need to lubricate his tight sockets,was at this fucking unit i would need to lubricate his tight sockets,fucking unit would need lubricate tight sockets,fuck unit would need lubricate tight socket,fuck unit would need lubricate tight socket,fuck unit would need lubricate tight socket
103,Negative,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung... i hate that game,pubg with taehyung.. i hate that game,pubg with taehyung   i hate that game,pubg with taehyung i hate that game,pubg with taehyung i hate that game,pubg with taehyung i hate that game,pubg taehyung hate game,pubg taehyung hate game,pubg taehyung hate game,pubg taehyung hate game
104,Positive,Couple of shots I took yesterday while playing with @TacStreamDE & @Semirijha & @AgtMorganCreed . Super fun as always :). .,Couple of shots I took yesterday while playing with @TacStreamDE & @Semirijha & @AgtMorganCreed . Super fun as always :). .,Couple of shots I took yesterday while playing with @TacStreamDE & @Semirijha & @AgtMorganCreed . Super fun as always :). .,Couple of shots I took yesterday while playing with @TacStreamDE & @Semirijha & @AgtMorganCreed . Super fun as always :). .,Couple of shots I took yesterday while playing with   &   &   . Super fun as always :). .,Couple of shots I took yesterday while playing with   &   &   . Super fun as always :). .,couple of shots i took yesterday while playing with   &   &   . super fun as always :). .,couple of shots i took yesterday while playing with   &   &   . super fun as always :). .,couple of shots i took yesterday while playing with  &  &  . super fun as always :). .,couple of shots i took yesterday while playing with          super fun as always      ,couple of shots i took yesterday while playing with super fun as always,couple of shots i took yesterday while playing with super fun as always,couple of shots i took yesterday while playing with super fun as always,couple shots took yesterday playing super fun always,couple shot take yesterday play super fun always,couple shot take yesterday play super fun always,couple shot take yesterday play super fun always
105,Negative,Walmart Just Gave Its Workers Another Good Reward to Cancel Their Amazon Prime Membership dlvr.it/Rf21jg<unk>],Walmart Just Gave Its Workers Another Good Reward to Cancel Their Amazon Prime Membership dlvr.it/Rf21jg<unk>],Walmart Just Gave Its Workers Another Good Reward to Cancel Their Amazon Prime Membership dlvr.it/Rf21jg<unk>],Walmart Just Gave Its Workers Another Good Reward to Cancel Their Amazon Prime Membership dlvr.it/Rf21jg<unk>],Walmart Just Gave Its Workers Another Good Reward to Cancel Their Amazon Prime Membership dlvr.it/Rf21jg<unk>],Walmart Just Gave Its Workers Another Good Reward to Cancel Their Amazon Prime Membership dlvr.it/Rf21jg<unk>],walmart just gave its workers another good reward to cancel their amazon prime membership dlvr.it/rf21jg<unk>],walmart just gave its workers another good reward to cancel their amazon prime membership dlvr.it/rf21jg<unk>],walmart just gave its workers another good reward to cancel their amazon prime membership dlvr.it/rf21jg<unk>],walmart just gave its workers another good reward to cancel their amazon prime membership dlvr it rf21jg unk  ,walmart just gave its workers another good reward to cancel their amazon prime membership dlvr it rf21jg unk,walmart just gave its workers another good reward to cancel their amazon prime membership dlvr it rf21jg unk,walmart just gave its workers another good reward to cancel their amazon prime membership dlvr it rf21jg unk,walmart gave workers another good reward cancel amazon prime membership dlvr rf21jg unk,walmart gave workers another good reward cancel amazon prime membership dlvr rf21jg unk,walmart gave workers another good reward cancel amazon prime membership dlvr rf21jg unk,walmart gave workers another good reward cancel amazon prime membership dlvr rf21jg unk
